name,genre,score,star
Independence Day: Resurgence,Action,5.2,Liam Hemsworth
Raw,Drama,7.0,Garance Marillier
Miss Peregrine's Home for Peculiar Children,Adventure,6.7,Eva Green
Fantastic Beasts and Where to Find Them,Adventure,7.3,Eddie Redmayne
Train to Busan,Action,7.6,Gong Yoo
Resident Evil: The Final Chapter,Action,5.5,Milla Jovovich
Criminal,Action,6.3,Kevin Costner
Underworld: Blood Wars,Action,5.8,Kate Beckinsale
The Shallows,Action,6.3,Blake Lively
Hidden Figures,Biography,7.8,Taraji P. Henson
Sausage Party,Animation,6.1,Seth Rogen
The Girl on the Train,Crime,6.5,Emily Blunt
Hell or High Water,Action,7.6,Chris Pine
The Purge: Election Year,Action,6.0,Frank Grillo
Ghostbusters,Action,6.7,Melissa McCarthy
The Accountant,Action,7.3,Ben Affleck
The Neon Demon,Horror,6.2,Elle Fanning
Moonlight,Drama,7.4,Mahershala Ali
Jason Bourne,Action,6.6,Matt Damon
Manchester by the Sea,Drama,7.8,Casey Affleck
Central Intelligence,Action,6.3,Dwayne Johnson
War Dogs,Biography,7.1,Jonah Hill
The Legend of Tarzan,Action,6.2,Alexander Skarsgård
Silence,Drama,7.2,Andrew Garfield
American Honey,Adventure,7.0,Sasha Lane
Gods of Egypt,Action,5.4,Brenton Thwaites
Hunt for the Wilderpeople,Adventure,7.9,Sam Neill
The Founder,Biography,7.2,Michael Keaton
Inferno,Action,6.2,Tom Hanks
Now You See Me 2,Action,6.5,Jesse Eisenberg
Miss Sloane,Drama,7.5,Jessica Chastain
The Jungle Book,Adventure,7.4,Neel Sethi
10 Cloverfield Lane,Action,7.2,John Goodman
The Lost City of Z,Biography,6.6,Charlie Hunnam
Finding Dory,Animation,7.3,Ellen DeGeneres
Lion,Biography,8.0,Dev Patel
Lights Out,Drama,6.3,Teresa Palmer
Meet the Blacks,Comedy,4.8,Mike Epps
Allied,Action,7.1,Brad Pitt
Jack Reacher: Never Go Back,Action,6.1,Tom Cruise
Bridget Jones's Baby,Comedy,6.5,Renée Zellweger
How to Be Single,Comedy,6.1,Dakota Johnson
Snowden,Biography,7.3,Joseph Gordon-Levitt
Dangal,Action,8.4,Aamir Khan
The Bad Batch,Action,5.3,Suki Waterhouse
Triple 9,Action,6.3,Casey Affleck
Deepwater Horizon,Action,7.1,Mark Wahlberg
The Choice,Drama,6.6,Benjamin Walker
Sully,Biography,7.4,Tom Hanks
Morgan,Action,5.8,Kate Mara
Pride and Prejudice and Zombies,Action,5.8,Lily James
The Infiltrator,Biography,7.0,Bryan Cranston
The Edge of Seventeen,Comedy,7.3,Hailee Steinfeld
A Cure for Wellness,Drama,6.4,Dane DeHaan
London Has Fallen,Action,5.9,Gerard Butler
Dirty Grandpa,Comedy,5.9,Robert De Niro
"Hail, Caesar!",Comedy,6.3,Josh Brolin
The 5th Wave,Action,5.2,Chloë Grace Moretz
Trolls,Animation,6.5,Anna Kendrick
Allegiant,Action,5.7,Shailene Woodley
Paterson,Comedy,7.4,Adam Driver
Swiss Army Man,Comedy,7.0,Paul Dano
The Great Wall,Action,5.9,Matt Damon
Mike and Dave Need Wedding Dates,Comedy,6.0,Zac Efron
Bad Moms,Comedy,6.2,Mila Kunis
Collateral Beauty,Drama,6.8,Will Smith
The Boy,Horror,6.0,Lauren Cohan
Fences,Drama,7.2,Denzel Washington
Alice Through the Looking Glass,Adventure,6.2,Mia Wasikowska
The Brothers Grimsby,Action,6.2,Sacha Baron Cohen
Ice Age: Collision Course,Animation,5.7,Ray Romano
Patriots Day,Action,7.4,Mark Wahlberg
Keeping Up with the Joneses,Action,5.9,Zach Galifianakis
Genius,Biography,6.6,Colin Firth
The Secret Life of Pets,Animation,6.5,Louis C.K.
Popstar: Never Stop Never Stopping,Comedy,6.7,Andy Samberg
Goldstone,Crime,6.5,Aaron Pedersen
20th Century Women,Comedy,7.3,Annette Bening
Assassin's Creed,Action,5.7,Michael Fassbender
Teenage Mutant Ninja Turtles: Out of the Shadows,Action,6.0,Megan Fox
White Girl,Crime,5.7,Morgan Saylor
Everybody Wants Some!!,Comedy,6.9,Blake Jenner
The Take,Action,6.3,Idris Elba
The Finest Hours,Action,6.8,Chris Pine
Greater,Biography,7.3,Neal McDonough
The Love Witch,Comedy,6.2,Samantha Robinson
The Belko Experiment,Horror,6.1,John Gallagher Jr.
The BFG,Adventure,6.4,Mark Rylance
Zoolander 2,Action,4.7,Ben Stiller
Midnight Special,Drama,6.6,Michael Shannon
The Angry Birds Movie,Animation,6.3,Jason Sudeikis
Live by Night,Action,6.4,Ben Affleck
Nerve,Action,6.5,Emma Roberts
Mechanic: Resurrection,Action,5.7,Jason Statham
Sing Street,Comedy,7.9,Ferdia Walsh-Peelo
The Light Between Oceans,Drama,7.2,Michael Fassbender
Shin Godzilla,Action,6.8,Hiroki Hasegawa
Why Him?,Comedy,6.2,Zoey Deutch
Miracles from Heaven,Biography,7.1,Jennifer Garner
Colossal,Comedy,6.2,Anne Hathaway
Free Fire,Action,6.4,Sharlto Copley
The Void,Horror,5.9,Aaron Poole
The Exception,Drama,6.8,Lily James
Neighbors 2: Sorority Rising,Comedy,5.7,Seth Rogen
Ben-Hur,Action,5.7,Jack Huston
Free State of Jones,Action,6.9,Matthew McConaughey
Jackie,Biography,6.7,Natalie Portman
Gold,Crime,6.7,Matthew McConaughey
Pete's Dragon,Action,6.7,Bryce Dallas Howard
31,Horror,5.1,Malcolm McDowell
Keanu,Action,6.3,Keegan-Michael Key
Goat,Drama,5.7,Ben Schnetzer
Storks,Animation,6.8,Andy Samberg
A Monster Calls,Adventure,7.5,Lewis MacDougall
Anthropoid,Action,7.2,Jamie Dornan
Kubo and the Two Strings,Animation,7.8,Charlize Theron
Café Society,Comedy,6.6,Jesse Eisenberg
Blair Witch,Horror,5.0,James Allen McCune
The Salesman,Drama,7.8,Shahab Hosseini
In a Valley of Violence,Action,6.0,Ethan Hawke
Ratchet & Clank,Animation,5.6,James Arnold Taylor
Risen,Action,6.3,Joseph Fiennes
Rules Don't Apply,Comedy,5.7,Lily Collins
Office Christmas Party,Comedy,5.9,Jason Bateman
Better Watch Out,Comedy,6.5,Olivia DeJonge
Florence Foster Jenkins,Biography,6.8,Meryl Streep
Batman: The Killing Joke,Animation,6.4,Kevin Conroy
Leap!,Animation,6.8,Elle Fanning
The Untamed,Drama,6.1,Ruth Ramos
A Hologram for the King,Comedy,6.1,Tom Hanks
Ouija: Origin of Evil,Drama,6.1,Elizabeth Reaser
All I See Is You,Drama,5.4,Blake Lively
The Forest,Horror,4.8,Natalie Dormer
Money Monster,Crime,6.5,George Clooney
Monster Trucks,Animation,5.7,Lucas Till
The Hollars,Comedy,6.6,Sharlto Copley
Fifty Shades of Black,Comedy,3.5,Marlon Wayans
Toni Erdmann,Comedy,7.4,Sandra Hüller
Their Finest,Comedy,6.8,Gemma Arterton
My Big Fat Greek Wedding 2,Comedy,6.0,Nia Vardalos
Billy Lynn's Long Halftime Walk,Action,6.2,Joe Alwyn
Personal Shopper,Drama,6.1,Kristen Stewart
Our Kind of Traitor,Crime,6.2,Carlos Acosta
Love & Friendship,Comedy,6.4,Kate Beckinsale
Bleed for This,Biography,6.8,Miles Teller
Whiskey Tango Foxtrot,Biography,6.6,Tina Fey
Loving,Biography,7.0,Ruth Negga
"I, Daniel Blake",Drama,7.9,Dave Johns
Sanam Teri Kasam,Drama,7.5,Harshvardhan Rane
Pet,Horror,5.7,Dominic Monaghan
Kingsglaive: Final Fantasy XV,Animation,6.8,Aaron Paul
Mr. Church,Comedy,7.7,Eddie Murphy
Hands of Stone,Biography,6.6,Edgar Ramírez
Ae Dil Hai Mushkil,Drama,5.8,Ranbir Kapoor
Denial,Biography,6.7,Rachel Weisz
Carrie Pilby,Comedy,6.7,Bel Powley
Ride Along 2,Action,5.9,Ice Cube
Pink,Crime,8.1,Taapsee Pannu
Under the Shadow,Drama,6.9,Narges Rashidi
Rock Dog,Animation,6.0,Luke Wilson
Race,Biography,7.1,Stephan James
A United Kingdom,Biography,6.9,David Oyelowo
Julieta,Drama,7.1,Emma Suárez
American Pastoral,Crime,6.1,Ewan McGregor
Buster's Mal Heart,Crime,6.2,Rami Malek
Complete Unknown,Drama,5.4,Erin Darke
This Beautiful Fantastic,Comedy,6.9,Jessica Brown Findlay
Incarnate,Horror,5.3,Aaron Eckhart
The Innocents,Drama,7.3,Lou de Laâge
Thor: Ragnarok,Action,7.9,Chris Hemsworth
Darkest Hour,Biography,7.4,Gary Oldman
The Hitman's Bodyguard,Action,6.9,Ryan Reynolds
It,Horror,7.3,Bill Skarsgård
Spider-Man: Homecoming,Action,7.4,Tom Holland
Blade Runner 2049,Action,8.0,Harrison Ford
Guardians of the Galaxy Vol. 2,Action,7.6,Chris Pratt
The Greatest Showman,Biography,7.6,Hugh Jackman
Jumanji: Welcome to the Jungle,Action,6.9,Dwayne Johnson
Baywatch,Action,5.5,Dwayne Johnson
Call Me by Your Name,Drama,7.9,Armie Hammer
Home Again,Comedy,5.8,Reese Witherspoon
The Fate of the Furious,Action,6.6,Vin Diesel
Get Out,Horror,7.7,Daniel Kaluuya
Dunkirk,Action,7.8,Fionn Whitehead
Coco,Animation,8.4,Anthony Gonzalez
Baby Driver,Action,7.6,Ansel Elgort
The Boss Baby,Animation,6.3,Alec Baldwin
Logan,Action,8.1,Hugh Jackman
Wonder Woman,Action,7.4,Gal Gadot
Alien: Covenant,Horror,6.4,Michael Fassbender
John Wick: Chapter 2,Action,7.5,Keanu Reeves
Wonder,Drama,8.0,Jacob Tremblay
Justice League,Action,6.1,Ben Affleck
Mother!,Drama,6.6,Jennifer Lawrence
Pirates of the Caribbean: Dead Men Tell No Tales,Action,6.5,Johnny Depp
The Shape of Water,Adventure,7.3,Sally Hawkins
Disobedience,Drama,6.6,Rachel Weisz
Kong: Skull Island,Action,6.6,Tom Hiddleston
Beauty and the Beast,Family,7.1,Emma Watson
Kingsman: The Golden Circle,Action,6.7,Taron Egerton
"Three Billboards Outside Ebbing, Missouri",Comedy,8.1,Frances McDormand
Star Wars: Episode VIII - The Last Jedi,Action,7.0,Daisy Ridley
Beast,Crime,6.8,Jessie Buckley
"I, Tonya",Biography,7.5,Margot Robbie
Atomic Blonde,Action,6.7,Charlize Theron
Wind River,Crime,7.7,Elizabeth Olsen
Murder on the Orient Express,Crime,6.5,Kenneth Branagh
King Arthur: Legend of the Sword,Action,6.7,Charlie Hunnam
Lady Bird,Comedy,7.4,Saoirse Ronan
The Killing of a Sacred Deer,Drama,7.0,Barry G. Bernson
Logan Lucky,Comedy,7.0,Channing Tatum
Fifty Shades Darker,Drama,4.6,Dakota Johnson
Happy Death Day,Comedy,6.6,Jessica Rothe
Transformers: The Last Knight,Action,5.2,Mark Wahlberg
Good Time,Crime,7.4,Robert Pattinson
Ghost in the Shell,Action,6.3,Scarlett Johansson
Hampstead,Comedy,6.0,Lesley Manville
Molly's Game,Biography,7.4,Jessica Chastain
Hostiles,Drama,7.2,Scott Shepherd
Valerian and the City of a Thousand Planets,Action,6.5,Dane DeHaan
The Dark Tower,Action,5.6,Idris Elba
Pitch Perfect 3,Comedy,5.8,Anna Kendrick
American Assassin,Action,6.2,Dylan O'Brien
You Were Never Really Here,Crime,6.8,Joaquin Phoenix
The Florida Project,Drama,7.6,Brooklynn Prince
Life,Horror,6.6,Jake Gyllenhaal
The Death of Stalin,Comedy,7.2,Steve Buscemi
Gifted,Drama,7.6,Chris Evans
Phantom Thread,Drama,7.5,Vicky Krieps
The Upside,Comedy,7.0,Kevin Hart
Berlin Syndrome,Drama,6.3,Teresa Palmer
Annabelle: Creation,Horror,6.5,Anthony LaPaglia
American Made,Action,7.2,Tom Cruise
War for the Planet of the Apes,Action,7.4,Andy Serkis
Geostorm,Action,5.3,Gerard Butler
The Circle,Drama,5.3,Emma Watson
Cars 3,Animation,6.7,Owen Wilson
Rough Night,Comedy,5.2,Scarlett Johansson
xXx: Return of Xander Cage,Action,5.2,Vin Diesel
The Mummy,Action,5.4,Tom Cruise
CHIPS,Action,6.0,Michael Peña
Ferdinand,Animation,6.7,John Cena
Only the Brave,Action,7.6,Josh Brolin
The Beguiled,Drama,6.3,Nicole Kidman
The Glass Castle,Biography,7.1,Brie Larson
The Lego Batman Movie,Animation,7.3,Will Arnett
Papillon,Adventure,7.2,Charlie Hunnam
The Big Sick,Comedy,7.5,Kumail Nanjiani
The Endless,Drama,6.5,Aaron Moorhead
Thoroughbreds,Comedy,6.7,Olivia Cooke
The Foreigner,Action,7.0,Katie Leung
Revenge,Action,6.4,Matilda Anna Ingrid Lutz
Jigsaw,Crime,5.8,Matt Passmore
The Snowman,Crime,5.1,Michael Fassbender
The Disaster Artist,Biography,7.4,James Franco
47 Meters Down,Adventure,5.7,Mandy Moore
The Post,Drama,7.2,Meryl Streep
"Everything, Everything",Drama,6.4,Amandla Stenberg
A Ghost Story,Drama,6.9,Casey Affleck
Sweet Virginia,Action,6.2,Jon Bernthal
Power Rangers,Action,5.9,Dacre Montgomery
Lucky,Comedy,7.4,Harry Dean Stanton
All the Money in the World,Biography,6.8,Michelle Williams
Suburbicon,Comedy,5.7,Matt Damon
The Wife,Drama,7.2,Glenn Close
It Comes at Night,Horror,6.2,Joel Edgerton
Despicable Me 3,Animation,6.3,Steve Carell
Going in Style,Comedy,6.6,Michael Caine
Downsizing,Drama,5.7,Matt Damon
Before I Fall,Drama,6.5,Zoey Deutch
Wonder Wheel,Drama,6.2,Justin Timberlake
The Emoji Movie,Animation,3.3,T.J. Miller
Ingrid Goes West,Comedy,6.6,Aubrey Plaza
Unforgettable,Drama,5.1,Rosario Dawson
Paddington 2,Animation,7.8,Ben Whishaw
Girls Trip,Adventure,6.2,Regina Hall
Loving Vincent,Animation,7.8,Douglas Booth
The Space Between Us,Drama,6.4,Gary Oldman
Double Lover,Drama,6.2,Marine Vacth
The Mountain Between Us,Action,6.4,Kate Winslet
T2 Trainspotting,Drama,7.2,Ewan McGregor
The Square,Comedy,7.2,Claes Bang
The Hero,Drama,6.5,Sam Elliott
Battle of the Sexes,Biography,6.7,Emma Stone
God's Own Country,Drama,7.7,Josh O'Connor
The Book of Henry,Crime,6.6,Naomi Watts
Borg vs. McEnroe,Biography,6.9,Sverrir Gudnason
Daddy's Home 2,Comedy,6.0,Will Ferrell
Mark Felt: The Man Who Brought Down the White House,Biography,6.4,Liam Neeson
A Dog's Purpose,Adventure,7.2,Josh Gad
Columbus,Drama,7.2,John Cho
The Little Hours,Comedy,5.8,Alison Brie
The Shack,Drama,6.3,Sam Worthington
Thelma,Drama,7.0,Eili Harboe
Flatliners,Drama,5.2,Elliot Page
Rings,Drama,4.5,Matilda Anna Ingrid Lutz
I Do... Until I Don't,Comedy,4.1,Lake Bell
Professor Marston & the Wonder Women,Biography,7.1,Luke Evans
The Rider,Drama,7.5,Brady Jandreau
First Reformed,Drama,7.1,Ethan Hawke
The Lego Ninjago Movie,Animation,6.0,Jackie Chan
My Friend Dahmer,Biography,6.2,Ross Lynch
The House,Comedy,5.6,Will Ferrell
Marrowbone,Drama,6.7,George MacKay
The Zookeeper's Wife,Biography,7.0,Jessica Chastain
Flower,Comedy,6.0,Zoey Deutch
Song to Song,Drama,5.7,Ryan Gosling
Detroit,Crime,7.3,John Boyega
Last Flag Flying,Comedy,6.9,Bryan Cranston
Megan Leavey,Biography,7.1,Kate Mara
All Eyez on Me,Biography,5.9,Demetrius Shipp Jr.
Sleepless,Action,5.6,Jamie Foxx
The Captain,Drama,7.4,Max Hubacher
Tulip Fever,Drama,6.2,Alicia Vikander
Stronger,Biography,6.9,Jake Gyllenhaal
Jeepers Creepers III,Horror,3.9,Stan Shaw
My Cousin Rachel,Drama,6.0,Rachel Weisz
Baahubali 2: The Conclusion,Action,8.2,Prabhas
Breathe,Biography,7.2,Andrew Garfield
The Only Living Boy in New York,Drama,6.3,Callum Turner
A Taxi Driver,Action,7.9,Kang-ho Song
Brad's Status,Comedy,6.5,Ben Stiller
American Satan,Drama,5.7,Andy Biersack
Smurfs: The Lost Village,Animation,6.0,Demi Lovato
Gook,Drama,7.0,Simone Baker
Wonderstruck,Adventure,6.2,Oakes Fegley
In the Fade,Crime,7.1,Numan Acar
Snatched,Action,4.5,Amy Schumer
"Roman J. Israel, Esq.",Crime,6.5,Denzel Washington
Victoria & Abdul,Biography,6.8,Judi Dench
Fist Fight,Comedy,5.6,Ice Cube
The Wall,Action,6.2,Aaron Taylor-Johnson
How to Be a Latin Lover,Comedy,6.0,Eugenio Derbez
The Leisure Seeker,Adventure,6.7,Helen Mirren
Same Kind of Different as Me,Biography,6.6,Greg Kinnear
My Little Pony: The Movie,Animation,6.1,Emily Blunt
Goodbye Christopher Robin,Biography,7.1,Domhnall Gleeson
Table 19,Comedy,5.8,Anna Kendrick
Father Figures,Comedy,5.5,Owen Wilson
Kidnap,Action,5.9,Halle Berry
Diary of a Wimpy Kid: The Long Haul,Animation,4.3,Jason Drucker
Ghost Stories,Drama,6.4,Samuel Bottomley
Churchill,Biography,6.1,Brian Cox
Beach Rats,Drama,6.4,Harris Dickinson
The Bookshop,Drama,6.5,Emily Mortimer
Mary Shelley,Biography,6.5,Elle Fanning
A Bad Moms Christmas,Comedy,5.6,Mila Kunis
Loveless,Drama,7.6,Maryana Spivak
Captain Underpants: The First Epic Movie,Animation,6.2,Kevin Hart
Beatriz at Dinner,Comedy,6.0,Salma Hayek
Wish Upon,Drama,5.0,Joey King
Super Dark Times,Crime,6.6,Owen Campbell
Blade of the Immortal,Action,6.8,Takuya Kimura
Journey's End,Drama,6.7,Paul Bettany
Godard Mon Amour,Biography,6.6,Louis Garrel
Marshall,Biography,7.3,Chadwick Boseman
BPM (Beats Per Minute),Drama,7.4,Nahuel Pérez Biscayart
Lean on Pete,Adventure,7.2,Charlie Plummer
Memoir of a Murderer,Action,7.2,Sol Kyung-gu
Take Me,Comedy,6.1,Pat Healy
The Last Movie Star,Drama,7.0,Burt Reynolds
On Chesil Beach,Drama,6.3,Billy Howle
Breath,Adventure,6.7,Samson Coulter
The Villainess,Action,6.7,Kim Ok-bin
How to Talk to Girls at Parties,Comedy,5.7,Elle Fanning
Amityville: The Awakening,Horror,4.8,Jennifer Jason Leigh
The Resurrection of Gavin Stone,Comedy,6.3,Brett Dalton
The Bye Bye Man,Drama,4.2,Douglas Smith
Along With the Gods: The Two Worlds,Action,7.3,Ha Jung-woo
A Quiet Place,Drama,7.5,Emily Blunt
Avengers: Infinity War,Action,8.4,Robert Downey Jr.
Deadpool 2,Action,7.7,Ryan Reynolds
Bohemian Rhapsody,Biography,7.9,Rami Malek
Black Panther,Action,7.3,Chadwick Boseman
Hereditary,Drama,7.3,Toni Collette
A Simple Favor,Comedy,6.8,Anna Kendrick
Aquaman,Action,6.9,Jason Momoa
Ready Player One,Action,7.4,Tye Sheridan
Spider-Man: Into the Spider-Verse,Animation,8.4,Shameik Moore
Mission: Impossible - Fallout,Action,7.7,Tom Cruise
Venom,Action,6.7,Tom Hardy
Green Book,Biography,8.2,Viggo Mortensen
Crazy Rich Asians,Comedy,6.9,Constance Wu
Ant-Man and the Wasp,Action,7.0,Paul Rudd
BlacKkKlansman,Biography,7.5,John David Washington
The Predator,Action,5.3,Boyd Holbrook
White Boy Rick,Crime,6.5,Matthew McConaughey
Solo: A Star Wars Story,Action,6.9,Alden Ehrenreich
Midnight Sun,Drama,6.6,Bella Thorne
Under the Silver Lake,Crime,6.5,Andrew Garfield
Den of Thieves,Action,7.0,Gerard Butler
Annihilation,Adventure,6.8,Natalie Portman
Red Sparrow,Action,6.6,Jennifer Lawrence
A Star Is Born,Drama,7.6,Lady Gaga
Mamma Mia! Here We Go Again,Comedy,6.6,Lily James
Death Wish,Action,6.3,Bruce Willis
Instant Family,Comedy,7.3,Mark Wahlberg
Jurassic World: Fallen Kingdom,Action,6.2,Chris Pratt
Eighth Grade,Comedy,7.4,Elsie Fisher
Ocean's Eight,Action,6.3,Sandra Bullock
Suspiria,Fantasy,6.7,Chloë Grace Moretz
The Favourite,Biography,7.5,Olivia Colman
The Meg,Action,5.6,Jason Statham
Mandy,Horror,6.5,Nicolas Cage
Sicario: Day of the Soldado,Action,7.1,Benicio Del Toro
Fifty Shades Freed,Drama,4.5,Dakota Johnson
Halloween,Crime,6.5,Jamie Lee Curtis
Incredibles 2,Animation,7.6,Craig T. Nelson
The First Purge,Action,5.2,Y'lan Noel
The House That Jack Built,Crime,6.8,Matt Dillon
Ophelia,Drama,6.6,Daisy Ridley
The Nun,Horror,5.3,Demián Bichir
Charlie Says,Biography,5.9,Hannah Murray
The Equalizer 2,Action,6.7,Denzel Washington
Climax,Drama,7.0,Sofia Boutella
The Commuter,Action,6.3,Liam Neeson
Game Night,Action,6.9,Jason Bateman
Red Joan,Biography,6.4,Judi Dench
Tag,Action,6.5,Jeremy Renner
The Hate U Give,Crime,7.5,Amandla Stenberg
Bad Times at the El Royale,Crime,7.1,Jeff Bridges
Isle of Dogs,Animation,7.9,Bryan Cranston
Fantastic Beasts: The Crimes of Grindelwald,Adventure,6.5,Eddie Redmayne
Hunter Killer,Action,6.6,Gerard Butler
The Mule,Crime,7.0,Clint Eastwood
The Clovehitch Killer,Crime,6.6,Dylan McDermott
Robin Hood,Action,5.3,Taron Egerton
Beautiful Boy,Biography,7.3,Steve Carell
Capharnaüm,Drama,8.4,Zain Al Rafeea
Adrift,Action,6.6,Shailene Woodley
"Love, Simon",Comedy,7.6,Nick Robinson
Mary Poppins Returns,Comedy,6.7,Emily Blunt
Leave No Trace,Adventure,7.2,Thomasin McKenzie
Bumblebee,Action,6.7,Hailee Steinfeld
Vice,Biography,7.2,Christian Bale
Hotel Transylvania 3: Summer Vacation,Animation,6.3,Adam Sandler
Mile 22,Action,6.1,Mark Wahlberg
Peter Rabbit,Animation,6.6,James Corden
12 Strong,Action,6.6,Chris Hemsworth
The Spy Who Dumped Me,Action,6.1,Justin Theroux
Upgrade,Action,7.5,Logan Marshall-Green
Mary Queen of Scots,Biography,6.3,Saoirse Ronan
Ralph Breaks the Internet,Animation,7.0,John C. Reilly
Overlord,Action,6.6,Jovan Adepo
Tomb Raider,Action,6.3,Alicia Vikander
The Girl in the Spider's Web,Action,6.1,Claire Foy
Mortal Engines,Action,6.1,Hera Hilmar
Maze Runner: The Death Cure,Action,6.3,Dylan O'Brien
First Man,Biography,7.3,Ryan Gosling
Creed II,Drama,7.1,Michael B. Jordan
Rampage,Action,6.1,Dwayne Johnson
Everybody Knows,Crime,6.9,Penélope Cruz
Mid90s,Comedy,7.4,Sunny Suljic
Replicas,Drama,5.5,Keanu Reeves
Widows,Crime,6.9,Viola Davis
Burning,Drama,7.5,Yoo Ah-in
Searching,Drama,7.6,John Cho
Life Itself,Drama,6.9,Oscar Isaac
Blockers,Comedy,6.2,Leslie Mann
The Strangers: Prey at Night,Horror,5.2,Christina Hendricks
Peppermint,Action,6.5,Jennifer Garner
High Life,Adventure,5.8,Robert Pattinson
Every Day,Drama,6.5,Angourie Rice
Operation Finale,Biography,6.6,Oscar Isaac
Shoplifters,Crime,7.9,Lily Franky
Blindspotting,Comedy,7.4,Daveed Diggs
The Sisters Brothers,Crime,7.0,John C. Reilly
The Nightingale,Adventure,7.3,Aisling Franciosi
Greta,Drama,6.0,Isabelle Huppert
I Feel Pretty,Comedy,5.5,Amy Schumer
Hotel Artemis,Action,6.1,Jodie Foster
Slender Man,Horror,3.2,Joey King
Trial by Fire,Biography,7.0,Jack O'Connell
American Woman,Drama,6.8,Sienna Miller
Book Club,Comedy,6.1,Diane Keaton
Slaughterhouse Rulez,Action,5.3,Jassa Ahluwalia
Sorry to Bother You,Comedy,6.9,LaKeith Stanfield
Pacific Rim: Uprising,Action,5.6,John Boyega
Holmes & Watson,Comedy,3.8,Will Ferrell
The Darkest Minds,Action,5.7,Amandla Stenberg
Cold War,Drama,7.6,Joanna Kulig
Truth or Dare,Horror,5.2,Lucy Hale
Alpha,Action,6.7,Kodi Smit-McPhee
At Eternity's Gate,Biography,6.9,Willem Dafoe
Overboard,Comedy,6.0,Eugenio Derbez
Summer of 84,Drama,6.7,Graham Verchere
Arctic,Adventure,6.8,Mads Mikkelsen
A Wrinkle in Time,Adventure,4.2,Storm Reid
London Fields,Crime,4.0,Amber Heard
Andhadhun,Crime,8.2,Ayushmann Khurrana
Hotel Mumbai,Action,7.6,Dev Patel
Life of the Party,Comedy,5.6,Melissa McCarthy
American Animals,Biography,7.0,Spencer Reinhard
The House with a Clock in Its Walls,Comedy,6.1,Jack Black
Brian Banks,Biography,7.2,Aldis Hodge
Gotti,Biography,4.7,John Travolta
Christopher Robin,Adventure,7.3,Ewan McGregor
Destroyer,Action,6.2,Nicole Kidman
We Have Always Lived in the Castle,Drama,5.6,Taissa Farmiga
The Miseducation of Cameron Post,Drama,6.6,Chloë Grace Moretz
Insidious: The Last Key,Horror,5.7,Lin Shaye
Mary Magdalene,Biography,5.9,Rooney Mara
"Don't Worry, He Won't Get Far on Foot",Biography,6.9,Joaquin Phoenix
Can You Ever Forgive Me?,Biography,7.1,Melissa McCarthy
Unsane,Drama,6.4,Claire Foy
Boy Erased,Biography,6.9,Lucas Hedges
Johnny English Strikes Again,Action,6.2,Rowan Atkinson
Skyscraper,Action,5.8,Dwayne Johnson
Wildlife,Drama,6.8,Ed Oxenbould
The Old Man & the Gun,Biography,6.7,Robert Redford
Forever My Girl,Comedy,6.7,Alex Roe
On the Basis of Sex,Biography,7.1,Felicity Jones
I Want to Eat Your Pancreas,Animation,8.0,Mahiro Takasugi
The Man Who Killed Don Quixote,Adventure,6.4,José Luis Ferrer
The Catcher Was a Spy,Biography,6.2,Paul Rudd
Welcome to Marwen,Biography,6.2,Steve Carell
Bad Samaritan,Crime,6.5,David Tennant
Border,Crime,7.0,Eva Melander
Gringo,Action,6.1,Joel Edgerton
Assassination Nation,Action,6.0,Odessa Young
Unfriended: Dark Web,Horror,6.0,Colin Woodell
The Nutcracker and the Four Realms,Adventure,5.6,Mackenzie Foy
Little Italy,Comedy,5.7,Emma Roberts
The Happytime Murders,Action,5.4,Melissa McCarthy
Tully,Comedy,7.0,Charlize Theron
Night School,Comedy,5.6,Kevin Hart
Lords of Chaos,Biography,6.6,Rory Culkin
Smallfoot,Animation,6.6,Channing Tatum
Hell Fest,Horror,5.5,Cynthea Mercado
A Private War,Biography,6.7,Rosamund Pike
Second Act,Comedy,5.8,Jennifer Lopez
Uncle Drew,Comedy,5.8,Kyrie Irving
